OSEBuildingID,DataYear,NumberofBuildings,PropertyGFAParking,LargestPropertyUseTypeGFA,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseTypeGFA,ENERGYSTARScore,SiteEnergyUse(kBtu),TotalGHGEmissions,building_rise,LargestUseType,SecondLargestUseType,ThirdLargestUseType,zip_code,building_age,building_age_bin,area_per_floor,distance(km)
423,2016,1.0,0,748011.0,36606.0,9975.0,96.0,26689658.0,216.43,(10+) HR High Rise,office,parking,other,98101,42.0,40 à 60,22072.0,0.7154405347865346
424,2016,1.0,93204,342952.0,106466.0,0.0,74.0,19397324.0,135.23,(10+) HR High Rise,office,parking,none,98101,51.0,40 à 60,17290.47619047619,0.7825610058010207
425,2016,1.0,15140,104788.0,11844.0,528.0,89.0,4757299.5,33.17,(10+) HR High Rise,office,parking,shops,98101,36.0,20 à 40,8393.083333333334,0.8184584464820184
426,2016,1.0,17500,70090.0,1672.0,0.0,72.0,4549892.0,31.72,(1-4) LR Low Rise,office,other,none,98121,23.0,20 à 40,17500.0,1.1448405697854827
427,2016,1.0,184776,150969.0,41829.0,0.0,72.0,13329024.0,92.92,(10+) HR High Rise,office,hospital,none,98121,24.0,20 à 40,17239.0,1.1382333886794636
428,2016,1.0,38000,146689.0,0.0,0.0,,14436982.0,100.65,(10+) HR High Rise,other,none,none,98121,37.0,20 à 40,12958.333333333334,0.8111105844911574
429,2016,1.0,0,93879.0,7500.0,0.0,96.0,5327249.5,281.55,(10+) HR High Rise,office,shops,none,98101,99.0,80 à 100,9349.636363636364,0.8211903714531207
430,2016,1.0,0,38880.0,12960.0,0.0,83.0,2429021.0,44.48,(1-4) LR Low Rise,office,shops,none,98121,97.0,80 à 100,13200.0,0.5935839892102653
432,2016,3.0,0,155000.0,145594.0,103200.0,,20779796.0,418.9,(10+) HR High Rise,parking,office,shops,98101,109.0,> 100,25849.7,0.5588779878982596
433,2016,1.0,0,509342.0,380639.0,0.0,,17666646.0,328.83,(5-9) MR Mid Rise,shops,other,none,other,93.0,80 à 100,107712.75,0.6390289527918703
434,2016,1.0,97400,206950.0,0.0,0.0,,19295226.0,249.09,(5-9) MR Mid Rise,other,none,none,98101,23.0,20 à 40,21910.0,0.7572989446437371
436,2016,1.0,0,46710.0,0.0,0.0,,4169431.5,130.69,(5-9) MR Mid Rise,hospital,none,none,98101,34.0,20 à 40,5190.0,0.7448829355493263
437,2016,1.0,104000,162000.0,104000.0,0.0,65.0,13911761.0,201.15,(1-4) LR Low Rise,office,parking,none,98101,77.0,60 à 80,54000.0,0.7448829355493263
438,2016,1.0,407795,270384.0,270383.0,0.0,58.0,21156670.0,147.49,(10+) HR High Rise,office,parking,none,98104,30.0,20 à 40,20168.785714285714,1.050816431322921
439,2016,1.0,177660,164332.0,108781.0,54184.0,100.0,55073120.0,456.22,(5-9) MR Mid Rise,parking,office,datacenter,98109,21.0,20 à 40,33463.833333333336,1.1468727913486643
440,2016,1.0,104922,104922.0,54385.0,37721.0,100.0,75073888.0,530.59,(5-9) MR Mid Rise,parking,datacenter,office,98109,21.0,20 à 40,18152.0,1.1468727913486643
441,2016,1.0,29409,109017.0,0.0,0.0,34.0,9474745.0,243.66,(5-9) MR Mid Rise,hotel-like,none,none,98109,43.0,40 à 60,15921.6,1.0138667564697266
443,2016,1.0,38452,228504.0,47404.0,0.0,77.0,16373232.0,114.14,(5-9) MR Mid Rise,office,parking,none,98119,41.0,40 à 60,47456.4,2.16445229594016
444,2016,1.0,0,123061.0,0.0,0.0,59.0,1987934.625,13.86,(1-4) LR Low Rise,unheated,none,none,98104,21.0,20 à 40,123061.0,6.190867879417842
446,2016,1.0,0,40272.0,18818.0,0.0,45.0,2756214.75,117.11,(1-4) LR Low Rise,distribution center,office,none,98108,59.0,40 à 60,59090.0,7.512742244118969
447,2016,1.0,0,106001.0,0.0,0.0,93.0,763364.5,5.32,(1-4) LR Low Rise,unheated,none,none,98108,59.0,40 à 60,106000.0,7.697521361150806
449,2016,1.0,38400,125779.0,32821.0,20000.0,19.0,18309150.0,236.9,(1-4) LR Low Rise,office,parking,hospital,98102,60.0,40 à 60,40066.666666666664,2.027756803788512
451,2016,1.0,0,118733.0,0.0,0.0,97.0,775729.1875,5.44,(1-4) LR Low Rise,distribution center,none,none,98108,62.0,60 à 80,119661.0,8.750815299388371
452,2016,1.0,44728,82098.0,0.0,0.0,81.0,4342597.0,30.27,(5-9) MR Mid Rise,office,none,none,98109,21.0,20 à 40,13496.0,1.5701105029688285
453,2016,1.0,33921,95721.0,31746.0,0.0,95.0,3063504.5,21.36,(5-9) MR Mid Rise,office,parking,none,98119,38.0,20 à 40,10300.0,1.263226342824406
456,2016,2.0,115228,105563.0,0.0,0.0,83.0,5661689.5,39.47,(5-9) MR Mid Rise,office,parking,none,98109,26.0,20 à 40,19611.0,1.5930945867767565
457,2016,1.0,47656,63199.0,0.0,0.0,7.0,11319836.0,374.92,(1-4) LR Low Rise,office,none,none,98103,21.0,20 à 40,18680.333333333332,3.5533119729288045
458,2016,1.0,0,71751.0,0.0,0.0,56.0,5134607.5,35.8,(5-9) MR Mid Rise,office,parking,none,98125,48.0,40 à 60,14976.0,9.473398244138112
459,2016,1.0,0,85339.0,0.0,0.0,53.0,6029121.5,42.03,(5-9) MR Mid Rise,office,parking,none,98115,43.0,40 à 60,14795.666666666666,9.355559696120848
460,2016,1.0,0,91281.0,30177.0,5931.0,93.0,5535626.0,38.59,(5-9) MR Mid Rise,office,school,shops,98115,39.0,20 à 40,24450.0,9.263790631083822
461,2016,1.0,0,53730.0,0.0,0.0,20.0,4742869.0,33.06,(1-4) LR Low Rise,office,parking,none,98115,43.0,40 à 60,13432.5,9.435237415916022
462,2016,1.0,0,55593.0,0.0,0.0,55.0,4224872.5,93.23,(1-4) LR Low Rise,office,none,none,98101,62.0,60 à 80,18531.0,5.889065918836568
463,2016,1.0,60960,72066.0,59137.0,0.0,54.0,4695139.0,32.73,(1-4) LR Low Rise,office,parking,none,98109,40.0,20 à 40,18274.0,0.7554996623171385
464,2016,1.0,0,158415.0,0.0,0.0,25.0,22394416.0,454.49,(1-4) LR Low Rise,shops,none,none,other,17.0,0 à 20,158415.0,5.642816375696799
465,2016,1.0,0,155985.0,88350.0,15630.0,,48406556.0,349.07,(5-9) MR Mid Rise,office,datacenter,other,98109,93.0,80 à 100,35977.375,0.389777994221918
466,2016,1.0,0,158738.0,0.0,0.0,,61762380.0,1268.87,(5-9) MR Mid Rise,hospital,none,none,98101,47.0,40 à 60,19842.25,0.8512441970394973
492,2016,1.0,28800,58195.0,28800.0,0.0,81.0,2991674.75,20.86,(1-4) LR Low Rise,office,parking,none,98109,37.0,20 à 40,14548.75,1.785565631091269
467,2016,1.0,0,102653.0,74102.0,0.0,62.0,18390344.0,326.18,(1-4) LR Low Rise,shops,shops,parking,98107,23.0,20 à 40,164437.0,5.5919831501428945
468,2016,1.0,66234,118016.0,66234.0,1595.0,95.0,5671256.0,40.47,(5-9) MR Mid Rise,office,parking,other,98109,13.0,0 à 20,23649.6,0.93063024900751
469,2016,1.0,0,54880.0,320.0,0.0,,11594121.0,269.71,(1-4) LR Low Rise,hospital,datacenter,none,98109,94.0,80 à 100,18400.0,0.8705623431556075
470,2016,1.0,111793,176171.0,0.0,0.0,,33713876.0,849.83,(1-4) LR Low Rise,hospital,none,none,98109,19.0,0 à 20,32341.5,0.773849543853384
471,2016,1.0,52582,79384.0,52582.0,3027.0,96.0,3238216.0,22.57,(5-9) MR Mid Rise,office,parking,office,98109,18.0,0 à 20,14450.0,0.8207003208783258
473,2016,1.0,98700,168132.0,96918.0,16862.0,96.0,7851334.5,61.93,(5-9) MR Mid Rise,office,parking,office,98109,13.0,0 à 20,34474.2,0.8788761760821029
474,2016,1.0,0,127800.0,0.0,0.0,56.0,2767491.0,29.53,(5-9) MR Mid Rise,unheated,none,none,98109,108.0,> 100,25560.0,1.0808461304743402
475,2016,1.0,206597,372503.0,189133.0,0.0,71.0,30083496.0,632.4,(5-9) MR Mid Rise,office,parking,none,98109,20.0,0 à 20,70783.8,1.422056026599506
476,2016,1.0,95000,131592.0,83178.0,0.0,49.0,11963428.0,94.64,(5-9) MR Mid Rise,office,parking,none,98109,21.0,20 à 40,21932.0,1.1534581458477786
477,2016,1.0,0,535947.0,103983.0,0.0,,131373880.0,3995.45,(5-9) MR Mid Rise,other,parking,none,98109,25.0,20 à 40,107189.4,1.422056026599506
480,2016,1.0,50654,72407.0,49314.0,37406.0,,31371618.0,726.96,(5-9) MR Mid Rise,other,parking,office,98109,19.0,0 à 20,21809.2,0.6839327868848266
481,2016,1.0,73673,113803.0,79091.0,15803.0,97.0,6917478.5,122.68,(1-4) LR Low Rise,office,parking,other,98109,16.0,0 à 20,34035.75,0.6504057505346807
482,2016,1.0,109905,178628.0,99368.0,6015.0,97.0,7519466.5,69.59,(5-9) MR Mid Rise,office,parking,shops,98109,16.0,0 à 20,32199.666666666668,0.6670179426644791
484,2016,1.0,0,29732.0,17372.0,13639.0,66.0,2755829.0,74.1,(1-4) LR Low Rise,unheated,office,other,98109,68.0,60 à 80,22460.0,0.49607153541551996
487,2016,1.0,0,103135.0,0.0,0.0,,24395228.0,587.16,(1-4) LR Low Rise,hospital,none,none,98109,59.0,40 à 60,25558.75,1.0141330615996913
488,2016,1.0,153684,175364.0,173235.0,88901.0,,45252356.0,1019.53,(5-9) MR Mid Rise,hospital,parking,office,98109,14.0,0 à 20,56562.6,1.0141330615996913
489,2016,1.0,20826,64752.0,21396.0,0.0,80.0,3415561.25,23.81,(5-9) MR Mid Rise,office,parking,none,98119,48.0,40 à 60,13447.2,2.00959506823933
490,2016,1.0,20416,66648.0,15167.0,0.0,69.0,3632613.75,25.32,(5-9) MR Mid Rise,office,parking,none,98119,50.0,40 à 60,13352.4,1.963029892938638
491,2016,1.0,20416,66747.0,28285.0,0.0,86.0,3493093.75,24.35,(5-9) MR Mid Rise,office,parking,none,98119,52.0,40 à 60,13352.4,1.963029892938638
493,2016,1.0,21600,69691.0,17487.0,0.0,75.0,3484915.5,24.29,(5-9) MR Mid Rise,office,parking,none,98119,51.0,40 à 60,13280.0,1.8336172202387582
494,2016,1.0,88405,108344.0,88405.0,0.0,5.0,19165116.0,477.87,(1-4) LR Low Rise,office,parking,none,98105,34.0,20 à 40,27086.0,4.838522503710935
495,2016,1.0,95281,95995.0,0.0,0.0,21.0,8422861.0,77.99,(1-4) LR Low Rise,office,none,none,98105,28.0,20 à 40,23998.75,4.906683594695504
497,2016,1.0,0,98475.0,0.0,0.0,83.0,1090496.625,22.44,(1-4) LR Low Rise,unheated,none,none,98126,25.0,20 à 40,24618.75,5.9391547618068765
498,2016,1.0,150455,215602.0,0.0,0.0,23.0,42709624.0,1032.63,(5-9) MR Mid Rise,hospital,none,none,98109,22.0,20 à 40,28725.0,1.2304291961742837
500,2016,1.0,187878,121087.0,0.0,0.0,78.0,14512786.0,277.98,(1-4) LR Low Rise,shops,parking,parking,98125,27.0,20 à 40,60543.5,12.375684529651593
503,2016,1.0,0,63225.0,0.0,0.0,100.0,6522551.5,45.47,(1-4) LR Low Rise,shops,none,none,98134,14.0,0 à 20,63225.0,5.239273591821188
504,2016,0.0,0,91532.0,22248.0,0.0,,3574542.25,121.98,(1-4) LR Low Rise,other,office,none,98118,67.0,60 à 80,113780.0,5.810110642166104
507,2016,1.0,0,325424.0,0.0,0.0,100.0,1396082.25,41.8,(1-4) LR Low Rise,unheated,none,none,98134,23.0,20 à 40,243044.0,5.797164209102774
508,2016,1.0,156312,156312.0,116440.0,7500.0,,11521702.0,80.32,(1-4) LR Low Rise,parking,office,shops,98103,21.0,20 à 40,41313.333333333336,3.9103062362642733
513,2016,1.0,12998,72000.0,15000.0,0.0,,6876439.5,47.94,(1-4) LR Low Rise,other,parking,none,98109,70.0,60 à 80,17821.333333333332,2.230307646444297
514,2016,1.0,0,107931.0,0.0,0.0,72.0,8773058.0,110.46,(1-4) LR Low Rise,shops,none,none,98133,25.0,20 à 40,131387.0,11.666371918838525
515,2016,1.0,0,67155.0,0.0,0.0,38.0,784364.5,10.24,(1-4) LR Low Rise,unheated,none,none,98133,23.0,20 à 40,31466.666666666668,11.994771817759693
516,2016,6.0,0,124231.0,0.0,0.0,,9814820.0,226.43,(1-4) LR Low Rise,shops,parking,none,98133,58.0,40 à 60,111900.0,12.207849798794323
517,2016,0.0,0,144776.0,0.0,0.0,56.0,13424079.0,237.39,(1-4) LR Low Rise,shops,none,none,98133,38.0,20 à 40,144776.0,12.472068860232419
518,2016,1.0,0,57805.0,56312.0,0.0,79.0,17225444.0,553.27,(1-4) LR Low Rise,shops,shops,none,98133,55.0,40 à 60,114000.0,12.129220155888849
519,2016,1.0,0,50065.0,0.0,0.0,78.0,8663691.0,158.92,(1-4) LR Low Rise,shops,parking,none,98133,25.0,20 à 40,50083.0,11.979678178358462
520,2016,1.0,28645,96504.0,0.0,0.0,73.0,4991360.5,34.9,(1-4) LR Low Rise,office,none,none,98103,34.0,20 à 40,31808.666666666668,4.159116734650147
521,2016,1.0,36528,90000.0,0.0,0.0,84.0,3897738.0,27.17,(1-4) LR Low Rise,office,none,none,98103,22.0,20 à 40,13368.0,3.964724525701414
522,2016,1.0,33709,62232.0,33709.0,0.0,70.0,5413418.0,37.74,(1-4) LR Low Rise,office,parking,none,98103,21.0,20 à 40,20777.333333333332,3.8162547448679707
523,2016,1.0,114829,152579.0,93893.0,7500.0,96.0,11325513.0,94.47,(1-4) LR Low Rise,office,parking,datacenter,98103,23.0,20 à 40,55376.0,3.7433984689495543
524,2016,1.0,103032,138995.0,24549.0,0.0,89.0,8651835.0,85.01,(1-4) LR Low Rise,office,parking,none,98103,23.0,20 à 40,35075.5,3.819690276420606
525,2016,1.0,0,119815.0,63101.0,26380.0,,52960796.0,1623.34,(5-9) MR Mid Rise,other,other,other,98101,31.0,20 à 40,25776.666666666668,0.9971617547159582
526,2016,1.0,121375,243018.0,108408.0,0.0,95.0,7683885.0,53.57,(5-9) MR Mid Rise,office,parking,none,98108,40.0,20 à 40,53784.0,7.189153959239876
527,2016,1.0,0,70000.0,20000.0,0.0,87.0,1429146.375,17.17,(1-4) LR Low Rise,unheated,office,none,98108,55.0,40 à 60,45000.0,7.368989884042983
528,2016,1.0,0,50200.0,0.0,0.0,,1047461.0,32.22,(1-4) LR Low Rise,shops,none,none,98108,56.0,40 à 60,50200.0,7.32703751176646
529,2016,1.0,6200,53993.0,24744.0,4500.0,,4758198.0,120.24,(5-9) MR Mid Rise,office,shops,parking,98107,97.0,80 à 100,14638.833333333334,7.026588120400671
530,2016,1.0,0,63240.0,0.0,0.0,100.0,227566.7031,8.15,(1-4) LR Low Rise,unheated,none,none,98107,81.0,80 à 100,31620.0,6.8823794770685325
532,2016,1.0,182454,182454.0,130744.0,0.0,,17085344.0,413.35,(5-9) MR Mid Rise,parking,shops,none,98107,14.0,0 à 20,28083.0,5.990322070002752
533,2016,1.0,23400,130293.0,8800.0,0.0,,465533.3125,3.25,(1-4) LR Low Rise,unheated,parking,none,98119,34.0,20 à 40,26723.25,4.6383693419745144
534,2016,1.0,0,106041.0,0.0,0.0,94.0,1123943.0,25.58,(1-4) LR Low Rise,unheated,none,none,98119,25.0,20 à 40,26510.25,5.366023335305437
536,2016,1.0,0,94470.0,0.0,0.0,,1000796.875,33.18,(1-4) LR Low Rise,unheated,none,none,98119,66.0,60 à 80,31490.0,3.8394397180604605
538,2016,1.0,38186,150840.0,26946.0,2155.0,88.0,7637986.0,53.25,(10+) HR High Rise,office,parking,other,98104,20.0,0 à 20,14350.8,1.8757352627837363
540,2016,1.0,0,22780.0,0.0,0.0,33.0,402051.3125,2.8,(1-4) LR Low Rise,unheated,none,none,98108,56.0,40 à 60,22780.0,7.625002349819467
774,2016,1.0,98556,227556.0,77887.79688,0.0,95.0,8493420.0,59.21,(10+) HR High Rise,office,parking,none,98104,52.0,40 à 60,5863.636363636364,1.3286003963021444
544,2016,1.0,0,49918.0,0.0,0.0,72.0,1529510.25,42.65,(1-4) LR Low Rise,distribution center,parking,none,other,55.0,40 à 60,50065.0,8.258925133495502
545,2016,1.0,0,57540.0,0.0,0.0,26.0,2582687.0,76.68,(1-4) LR Low Rise,distribution center,none,none,98108,53.0,40 à 60,57540.0,7.7605620165422
546,2016,1.0,0,85400.0,0.0,0.0,49.0,1536998.25,10.72,(1-4) LR Low Rise,unheated,none,none,98108,56.0,40 à 60,85400.0,7.515185553671951
547,2016,1.0,0,55700.0,0.0,0.0,63.0,519806.0938,3.62,(1-4) LR Low Rise,unheated,none,none,98108,56.0,40 à 60,55700.0,7.449473369136532
548,2016,1.0,0,52759.0,0.0,0.0,96.0,1794187.25,46.93,(1-4) LR Low Rise,office,parking,none,98108,58.0,40 à 60,53250.0,7.392424060505168
549,2016,1.0,28427,78672.0,0.0,0.0,98.0,2179719.75,28.63,(5-9) MR Mid Rise,office,none,none,98109,35.0,20 à 40,8374.166666666666,1.4555085114212134
550,2016,1.0,0,64660.0,0.0,0.0,89.0,325513.0,6.32,(1-4) LR Low Rise,unheated,none,none,98133,36.0,20 à 40,21553.333333333332,10.797498959121278
551,2016,1.0,19928,28442.0,28441.0,18961.0,,3684188.5,38.48,(1-4) LR Low Rise,other,office,parking,98122,95.0,80 à 100,27958.0,1.242425212436527
552,2016,1.0,0,162425.0,0.0,0.0,25.0,9357230.0,204.81,(1-4) LR Low Rise,distribution center,none,none,98134,54.0,40 à 60,161678.0,5.104032449941772
553,2016,1.0,0,101101.0,0.0,0.0,1.0,21795830.0,152.71,(1-4) LR Low Rise,distribution center,none,none,98134,73.0,60 à 80,101101.0,5.2555756410649686
554,2016,1.0,0,59504.0,0.0,0.0,80.0,1061458.25,32.02,(1-4) LR Low Rise,distribution center,none,none,98134,42.0,40 à 60,52613.0,5.090788265125583
555,2016,1.0,0,45340.0,11520.0,0.0,,5094197.0,74.31,(1-4) LR Low Rise,other,office,none,98134,82.0,80 à 100,56608.0,5.354115596102752
556,2016,1.0,0,100000.0,4099.0,0.0,,17695420.0,142.36,(1-4) LR Low Rise,distribution center,office,parking,98134,69.0,60 à 80,104099.0,5.5194259628067766
557,2016,1.0,7450,51722.0,0.0,0.0,41.0,14715262.0,414.43,(1-4) LR Low Rise,shops,parking,none,98103,19.0,0 à 20,50734.0,8.670019683177197
558,2016,1.0,0,44431.0,0.0,0.0,37.0,11054535.0,272.54,(1-4) LR Low Rise,shops,none,none,other,42.0,40 à 60,58480.0,13.144776378497003
561,2016,1.0,124800,217977.0,4569.0,0.0,95.0,9058916.0,54.92,(5-9) MR Mid Rise,office,parking,shops,98109,17.0,0 à 20,35316.666666666664,0.5346056485934338
562,2016,1.0,159994,98863.0,0.0,0.0,42.0,9937707.0,190.61,(1-4) LR Low Rise,shops,none,none,98109,26.0,20 à 40,26003.5,0.525348856501754
563,2016,1.0,0,60676.0,13780.0,1324.0,32.0,5444253.5,38.55,(1-4) LR Low Rise,office,parking,other,98144,108.0,> 100,31110.0,3.0854244004174727
564,2016,1.0,0,60732.0,8142.0,0.0,89.0,3181045.5,90.24,(1-4) LR Low Rise,office,other,none,98144,52.0,40 à 60,65430.0,2.9935691662809654
565,2016,1.0,42440,83715.0,18575.0,0.0,26.0,6062770.5,49.17,(1-4) LR Low Rise,office,parking,none,98105,16.0,0 à 20,19950.0,5.9742202435826846
566,2016,1.0,0,74864.0,0.0,0.0,,12232124.0,85.28,(1-4) LR Low Rise,other,none,none,98122,96.0,80 à 100,26668.0,1.8211765325426716
568,2016,1.0,0,263528.0,60388.0,0.0,92.0,8024064.5,262.45,(1-4) LR Low Rise,unheated,office,none,98108,31.0,20 à 40,161958.0,5.793955532324224
569,2016,1.0,0,218918.0,156487.0,84051.89844,66.0,21027396.0,247.35,(10+) HR High Rise,office,parking,office,98144,90.0,80 à 100,21718.0,2.9117288014256517
570,2016,1.0,31210,50235.0,25525.0,2875.0,,4855036.5,33.85,(1-4) LR Low Rise,office,parking,datacenter,98102,44.0,40 à 60,13543.75,2.7712010295573557
571,2016,1.0,0,63896.0,33712.0,0.0,94.0,1988334.5,42.25,(1-4) LR Low Rise,distribution center,office,none,98108,33.0,20 à 40,49012.0,8.799080160022674
572,2016,1.0,15000,20000.0,15000.0,10000.0,,2603931.25,63.89,(1-4) LR Low Rise,office,parking,other,98109,94.0,80 à 100,50000.0,0.9259227256484333
573,2016,1.0,66620,78521.0,66650.0,0.0,62.0,5135040.0,35.8,(5-9) MR Mid Rise,office,parking,none,98109,32.0,20 à 40,15590.6,1.0304083978207401
574,2016,1.0,0,302812.0,0.0,0.0,97.0,7290824.5,129.29,(1-4) LR Low Rise,shops,none,none,98125,72.0,60 à 80,151406.0,10.20421816820081
575,2016,1.0,0,78200.0,0.0,0.0,53.0,9080022.0,293.55,(5-9) MR Mid Rise,office,none,none,98133,48.0,40 à 60,17280.0,10.169110339298818
576,2016,0.0,0,98539.0,0.0,0.0,,5450441.5,46.49,(1-4) LR Low Rise,shops,none,none,98125,53.0,40 à 60,49269.5,10.45085764228329
577,2016,1.0,0,86483.0,0.0,0.0,56.0,6361236.5,44.35,(5-9) MR Mid Rise,office,parking,none,98144,41.0,40 à 60,14413.833333333334,10.154725031003924
578,2016,1.0,0,34400.0,17200.0,0.0,75.0,1124543.125,22.1,(1-4) LR Low Rise,distribution center,office,none,98106,46.0,40 à 60,51600.0,8.551280141683995
579,2016,1.0,0,140520.0,0.0,0.0,61.0,2225512.0,57.73,(1-4) LR Low Rise,unheated,none,none,98106,54.0,40 à 60,140520.0,8.803018887474614
581,2016,1.0,91935,91935.0,69854.0,0.0,,6963616.5,49.28,(1-4) LR Low Rise,parking,office,none,98133,17.0,0 à 20,23284.666666666668,10.326912777067
582,2016,1.0,0,60670.0,3239.0,0.0,,4765753.5,33.22,(1-4) LR Low Rise,office,shops,none,98133,17.0,0 à 20,21303.0,10.745238539348419
583,2016,1.0,0,46846.0,10033.0,0.0,,971155.625,34.0,(1-4) LR Low Rise,unheated,office,none,98103,74.0,60 à 80,26736.0,9.158116665291352
584,2016,1.0,0,50417.0,0.0,0.0,14.0,1847401.0,58.67,(1-4) LR Low Rise,unheated,none,none,98108,42.0,40 à 60,50417.0,9.907534759093593
23854,2016,1.0,0,43728.0,0.0,0.0,,11508035.0,611.19,(1-4) LR Low Rise,shops,none,none,98101,122.0,> 100,43728.0,1.2213821823747215
585,2016,1.0,0,133298.0,0.0,0.0,21.0,15640994.0,295.48,(1-4) LR Low Rise,office,none,none,98133,61.0,60 à 80,44432.666666666664,9.840106017578066
586,2016,1.0,0,173106.0,0.0,0.0,78.0,6455828.5,91.1,(1-4) LR Low Rise,shops,none,none,98125,57.0,40 à 60,84309.5,10.20421816820081
588,2016,0.0,113318,113318.0,84000.0,84000.0,,47102428.0,1156.45,(5-9) MR Mid Rise,parking,hospital,office,98102,20.0,0 à 20,27701.8,2.164752018523682
589,2016,1.0,71385,103970.0,71390.0,0.0,91.0,6486377.5,45.22,(1-4) LR Low Rise,office,parking,none,98109,22.0,20 à 40,26125.0,0.9516284304491474
590,2016,1.0,0,104786.0,0.0,0.0,93.0,1028376.875,23.86,(1-4) LR Low Rise,unheated,none,none,98134,53.0,40 à 60,52393.0,6.128203700324249
592,2016,1.0,41600,51427.0,0.0,0.0,,1770027.5,49.9,(1-4) LR Low Rise,other,none,none,98134,22.0,20 à 40,11440.0,6.464196163011356
594,2016,0.0,0,110689.0,0.0,0.0,,2339814.25,107.83,(1-4) LR Low Rise,other,none,none,98134,49.0,40 à 60,110689.0,6.51733500232437
595,2016,1.0,0,53620.0,0.0,0.0,86.0,2058955.25,22.12,(1-4) LR Low Rise,office,none,none,98134,74.0,60 à 80,53620.0,6.640277041559953
596,2016,1.0,0,50008.0,0.0,0.0,62.0,3202213.0,65.3,(1-4) LR Low Rise,office,none,none,98134,84.0,80 à 100,50008.0,6.6464193453264295
597,2016,1.0,100176,194674.0,111198.0,0.0,98.0,6657348.5,49.74,(1-4) LR Low Rise,office,parking,none,98119,13.0,0 à 20,47750.0,2.7021910989221314
598,2016,1.0,0,43920.0,6912.0,0.0,63.0,2551022.25,107.16,(1-4) LR Low Rise,unheated,office,none,98134,65.0,60 à 80,50832.0,5.618059672134216
599,2016,1.0,0,76486.0,0.0,0.0,70.0,2843033.5,20.29,(1-4) LR Low Rise,distribution center,none,none,98108,51.0,40 à 60,76354.0,6.070590463513021
600,2016,1.0,0,98480.0,0.0,0.0,65.0,2831565.5,39.5,(1-4) LR Low Rise,unheated,none,none,98134,66.0,60 à 80,98480.0,5.619529469514424
601,2016,1.0,0,31602.0,27427.0,18130.0,75.0,3441643.25,64.0,(1-4) LR Low Rise,shops,parking,residential,98103,118.0,> 100,26501.0,5.019881451420028
602,2016,1.0,51218,66737.0,58218.0,30230.0,,22530168.0,640.71,(1-4) LR Low Rise,office,parking,hospital,98102,14.0,0 à 20,41566.666666666664,2.1603844376309778
603,2016,1.0,63782,106003.0,63782.0,0.0,,19155416.0,406.02,(1-4) LR Low Rise,other,parking,none,98102,102.0,> 100,35334.333333333336,1.7469867800589327
604,2016,1.0,0,107594.0,15600.0,12000.0,58.0,13898181.0,365.79,(10+) HR High Rise,office,shops,parking,98109,51.0,40 à 60,11338.272727272728,1.6123124207456623
605,2016,1.0,0,93905.0,31348.0,0.0,70.0,5662234.0,39.47,(5-9) MR Mid Rise,office,parking,none,98109,52.0,40 à 60,13428.857142857143,2.020179060491345
606,2016,1.0,0,93020.0,0.0,0.0,60.0,1252323.875,8.73,(1-4) LR Low Rise,unheated,none,none,98108,48.0,40 à 60,93020.0,6.78375039060656
19746,2016,1.0,0,20310.0,2689.600098,0.0,,711118.375,25.74,(1-4) LR Low Rise,other,office,none,98121,76.0,60 à 80,23000.0,1.2123004388637633
607,2016,1.0,0,54434.0,0.0,0.0,32.0,13133225.0,306.5,(1-4) LR Low Rise,shops,parking,none,98118,20.0,0 à 20,61053.0,11.66354616612761
609,2016,1.0,0,78564.0,0.0,0.0,88.0,2830674.75,19.73,(5-9) MR Mid Rise,office,none,none,98104,118.0,> 100,15784.0,1.8959388645463746
610,2016,1.0,0,65088.0,23857.0,0.0,64.0,6606832.5,134.69,(5-9) MR Mid Rise,office,shops,none,98104,116.0,> 100,14205.714285714286,1.9411230971329085
611,2016,1.0,0,63871.0,0.0,0.0,82.0,2853189.5,19.89,(5-9) MR Mid Rise,office,none,none,98104,115.0,> 100,12210.0,1.9393034247394687
612,2016,1.0,0,34647.0,26039.0,0.0,87.0,2178074.5,76.8,(1-4) LR Low Rise,office,shops,none,98104,122.0,> 100,17454.25,1.8025321204241462
613,2016,1.0,0,41609.0,28734.0,0.0,,2094724.625,26.04,(1-4) LR Low Rise,office,other,none,98104,122.0,> 100,21187.5,1.740271812479584
614,2016,1.0,13320,45799.0,9739.0,4689.0,,3570161.75,24.89,(5-9) MR Mid Rise,office,shops,shops,98104,122.0,> 100,10362.666666666666,1.6207847827593296
615,2016,1.0,0,123607.0,20795.0,0.0,79.0,7655751.0,130.31,(1-4) LR Low Rise,office,shops,none,98104,122.0,> 100,41095.0,1.8249809580982241
616,2016,1.0,0,160580.0,0.0,0.0,98.0,4336187.5,99.59,(5-9) MR Mid Rise,office,none,none,98104,115.0,> 100,22940.0,1.9429262798915077
619,2016,1.0,0,33647.0,19705.0,11988.0,,1904480.0,13.28,(1-4) LR Low Rise,other,office,other,98104,116.0,> 100,22585.0,1.9469758045269274
620,2016,1.0,0,26250.0,18050.0,12400.0,37.0,2371575.0,31.58,(1-4) LR Low Rise,office,distribution center,unheated,98134,112.0,> 100,18900.0,2.5468602612740967
